# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 22:00:38 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_instrument,pl_pelink,st_age,st_ageerr1,st_ageerr2,st_agelim
WASP-120 b,1,3.61127060,0.00000430,-0.00000430,0,437.00,21.00,-21.00,0,6450.00,120.00,-120.00,0,1.39,0.06,-0.06,0,1.87,0.11,-0.11,0,1880,70,-70,0,16.511,1.076,-1.076,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-120_b/,2.600,0.500,-0.500,
WASP-121 b,1,1.27492550,0.00000020,-0.00000025,0,270.00,90.00,-90.00,0,6459.00,140.00,-140.00,0,1.35,0.08,-0.08,0,1.46,0.03,-0.03,0,2358,52,-52,0,20.905,0.493,-0.493,0,Canon 200mm f/1.8L,e2v CCD Camera,http://exoplanet.eu/catalog/wasp-121_b/,1.500,1.000,-1.000,
WASP-123 b,1,2.97764120,0.00000230,-0.00000230,0,214.00,11.00,-11.00,0,5740.00,130.00,-130.00,0,1.17,0.06,-0.06,0,1.28,0.05,-0.05,0,1520,50,-50,0,14.773,0.729,-0.729,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-123_b/,6.900,1.400,-1.400,
WASP-124 b,1,3.37265000,0.00000100,-0.00000100,0,433.00,11.00,-11.00,0,6050.00,100.00,-100.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0,1400,30,-30,0,13.899,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-124_b/,2.100,1.400,-1.400,
WASP-126 b,2,3.28883000,0.00003710,-0.00003710,0,234.00,15.00,-15.00,0,5800.00,,,0,1.12,,,0,1.27,,,0,,,,0,,,,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-126_b/,,,,0
WASP-126 c,2,7.63000000,0.17000000,-0.17000000,0,234.00,15.00,-15.00,0,5800.00,,,0,1.12,,,0,1.27,,,0,,,,0,,,,0,0.1 m TESS Telescope,TESS CCD Array,,,,,0
WASP-127 b,1,4.17806200,0.00000200,-0.00000200,0,102.00,12.00,-12.00,0,5620.00,85.00,-85.00,0,1.08,0.03,-0.03,0,1.39,0.03,-0.03,0,1400,24,-24,0,15.356,0.448,-0.448,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-127_b/,11.410,1.800,-1.800,
WASP-129 b,1,5.74814500,0.00000400,-0.00000400,0,246.00,7.00,-7.00,0,5900.00,100.00,-100.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0,1100,25,-25,0,10.424,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-129_b/,1.000,0.900,-0.900,
WASP-13 b,1,4.35301000,0.00000300,-0.00000300,0,228.99,3.08,-3.08,0,5950.00,70.00,-70.00,0,0.72,0.25,-0.25,0,1.37,0.15,-0.15,0,,,,0,13.675,1.569,-1.569,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-13_b/,,,,0
WASP-130 b,1,11.55098000,0.00001000,-0.00001000,0,180.00,30.00,-30.00,0,5625.00,90.00,-90.00,0,1.04,0.04,-0.04,0,0.96,0.03,-0.03,0,833,18,-18,0,9.976,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-130_b/,2.000,,,
WASP-131 b,1,5.32202300,0.00000500,-0.00000500,0,250.00,50.00,-50.00,0,6030.00,90.00,-90.00,0,1.06,0.06,-0.06,0,1.53,0.05,-0.05,0,1460,30,-30,0,13.675,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-131_b/,4.500,3.500,-3.500,
WASP-132 b,1,7.13352100,0.00000900,-0.00000900,0,120.00,20.00,-20.00,0,4775.00,100.00,-100.00,0,0.80,0.04,-0.04,0,0.74,0.02,-0.02,0,763,16,-16,0,9.752,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-132_b/,0.500,,,
WASP-133 b,1,2.17642300,0.00000100,-0.00000100,0,547.00,21.00,-21.00,0,5700.00,100.00,-100.00,0,1.16,0.08,-0.08,0,1.44,0.05,-0.05,0,1790,40,-40,0,13.563,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-133_b/,6.800,1.800,-1.800,
WASP-135 b,1,1.40137940,0.00000080,-0.00000080,0,300.00,45.00,-45.00,0,5675.00,60.00,-60.00,0,0.98,0.06,-0.06,0,0.96,0.05,-0.05,0,,,,,14.572,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-135_b/,0.600,1.400,-0.350,
WASP-136 b,1,5.21535700,0.00000600,-0.00000600,0,164.00,18.00,-18.00,0,6260.00,100.00,-100.00,0,1.41,0.07,-0.07,0,2.21,0.22,-0.22,0,1742,82,-82,0,15.468,1.793,-1.793,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-136_b/,3.620,0.700,-0.700,
WASP-138 b,1,3.63443300,0.00000500,-0.00000500,0,308.00,51.00,-51.00,0,6272.00,96.00,-96.00,0,1.22,0.05,-0.05,0,1.36,0.05,-0.05,0,1590,31,-31,0,12.218,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-138_b/,3.440,0.930,-0.930,
WASP-139 b,1,5.92426200,0.00000400,-0.00000400,0,230.00,40.00,-40.00,0,5310.00,90.00,-90.00,0,0.92,0.10,-0.10,0,0.80,0.04,-0.04,0,910,30,-30,0,8.967,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-139_b/,0.500,,,
WASP-14 b,1,2.24375000,0.00001000,-0.00001000,0,162.75,0.81,-0.81,0,6475.00,100.00,-100.00,0,1.62,0.39,-0.39,0,1.40,0.08,-0.08,0,,,,0,15.468,0.897,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-14_b/,,,,0
WASP-140 b,1,2.23598350,0.00000080,-0.00000080,0,180.00,30.00,-30.00,0,5260.00,100.00,-100.00,0,0.90,0.04,-0.04,0,0.87,0.04,-0.04,0,1320,40,-40,0,16.141,4.708,-2.018,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-140_b/,0.500,,,
WASP-141 b,1,3.31065100,0.00000500,-0.00000500,0,570.00,150.00,-150.00,0,5900.00,120.00,-120.00,0,1.25,0.06,-0.06,0,1.37,0.07,-0.07,0,1540,50,-50,0,13.563,0.897,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-141_b/,5.000,,,
WASP-142 b,1,2.05286800,0.00000200,-0.00000200,0,840.00,310.00,-310.00,0,6010.00,140.00,-140.00,0,1.33,0.08,-0.08,0,1.64,0.08,-0.08,0,2000,60,-60,0,17.150,0.897,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-142_b/,2.000,,,
WASP-144 b,1,2.27831520,0.00000130,-0.00000130,0,358.72,10.47,-10.47,0,5200.00,140.00,-140.00,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,1260,40,-40,0,9.528,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-144_b/,8.710,4.120,-4.120,0
WASP-145 A b,1,1.76903810,0.00000080,-0.00000080,0,91.54,0.24,-0.24,0,4900.00,150.00,-150.00,0,0.76,0.04,-0.04,0,0.68,0.07,-0.07,0,1200,60,-60,0,10.088,4.484,-4.484,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-145a_b/,6.990,4.400,-4.400,0
WASP-147 b,1,4.60273000,0.00002700,-0.00002700,0,426.00,14.00,-14.00,0,5702.00,100.00,-100.00,0,1.04,0.07,-0.07,0,1.43,0.14,-0.08,0,1404,69,-43,0,12.498,1.569,-1.042,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-147_b/,8.470,0.780,-0.780,0
WASP-15 b,1,3.75210000,0.00001000,-0.00001000,0,284.35,3.36,-3.36,0,6300.00,100.00,-100.00,0,1.18,0.93,-0.93,0,1.48,0.38,-0.38,0,,,,0,15.805,4.035,-4.035,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-15_b/,,,,0
WASP-151 b,1,4.53347100,0.00000400,-0.00000400,0,458.91,10.02,-10.02,0,5871.00,57.00,-57.00,0,1.08,0.08,-0.08,0,1.14,0.03,-0.03,0,1290,20,-10,0,12.666,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-151_b/,5.100,1.300,-1.300,
WASP-153 b,1,3.33260900,0.00000200,-0.00000200,0,430.00,35.00,-35.00,0,5914.00,64.00,-64.00,0,1.34,0.09,-0.09,0,1.73,0.10,-0.09,0,1700,40,-40,0,17.374,1.121,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-153_b/,4.000,0.800,-0.800,
WASP-156 b,1,3.83616900,0.00000300,-0.00000300,0,140.00,25.00,-25.00,0,4910.00,61.00,-61.00,0,0.84,0.05,-0.05,0,0.76,0.03,-0.03,0,970,30,-20,0,5.717,0.224,-0.224,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-156_b/,6.400,4.000,-4.000,
WASP-157 b,1,3.95162300,0.00001800,-0.00001800,0,337.71,6.33,-6.33,0,5772.00,86.00,-86.00,0,1.06,0.04,-0.04,0,1.10,0.03,-0.03,0,1193,24,-24,0,11.190,0.280,-0.280,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-157_b/,,,,0
WASP-158 b,1,3.65633300,0.00000400,-0.00000400,0,532.92,12.57,-12.57,0,6350.00,150.00,-150.00,0,1.38,0.14,-0.14,0,1.39,0.18,-0.18,0,1590,80,-80,0,11.994,1.681,-1.681,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-158_b/,1.930,0.930,-0.930,0
WASP-159 b,1,3.84040100,0.00000700,-0.00000700,0,730.50,10.99,-10.99,0,6120.00,140.00,-140.00,0,1.41,0.12,-0.12,0,2.11,0.10,-0.10,0,1850,50,-50,0,15.468,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-159_b/,3.400,0.950,-0.950,0
WASP-16 b,1,3.11860000,0.00001400,-0.00001400,0,195.20,1.93,-1.93,0,5700.00,150.00,-150.00,0,1.78,0.54,-0.54,0,1.14,0.09,-0.09,0,,,,0,13.675,1.121,-1.121,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-16_b/,,,,0
WASP-160 B b,1,3.76849520,0.00000350,-0.00000350,0,284.00,5.00,-5.00,0,5298.00,99.00,-99.00,0,0.87,0.07,-0.07,0,0.87,0.03,-0.03,0,1119,25,-23,0,12.218,0.527,-0.460,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-160_b_b/,9.750,2.280,-2.280,0
WASP-161 b,1,5.40604250,0.00000480,-0.00000480,0,346.46,4.14,-4.14,0,6400.00,100.00,-100.00,0,1.39,0.14,-0.14,0,1.71,0.08,-0.07,0,1557,34,-29,0,12.812,0.729,-0.650,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-161_b/,,,,0
WASP-162 b,1,9.62468000,0.00001000,-0.00001000,0,313.60,4.11,-4.11,0,5300.00,100.00,-100.00,0,0.95,0.04,-0.04,0,1.11,0.05,-0.05,0,910,20,-20,0,11.209,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-162_b/,12.970,2.350,-2.350,0
WASP-163 b,1,1.60968840,0.00000150,-0.00000150,0,263.29,3.64,-3.64,0,5500.00,200.00,-200.00,0,0.97,0.15,-0.15,0,1.01,0.07,-0.07,0,1638,68,-68,0,13.473,1.087,-1.087,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-163_b/,,,,0
WASP-164 b,1,1.77712550,0.00000280,-0.00000280,0,322.00,7.00,-7.00,0,5806.00,190.00,-200.00,0,0.95,0.07,-0.07,0,0.93,0.03,-0.03,0,1610,58,-53,0,12.644,0.460,-0.482,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-164_b/,4.080,2.380,-2.380,0
WASP-165 b,1,3.46550900,0.00002300,-0.00002300,0,583.00,34.00,-34.00,0,5599.00,150.00,-150.00,0,1.25,0.07,-0.07,0,1.75,0.18,-0.18,0,1624,93,-89,0,14.123,2.130,-1.906,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-165_b/,4.770,0.920,-0.920,0
WASP-166 b,1,5.44354000,0.00000400,-0.00000400,0,113.00,1.00,-1.00,0,6050.00,50.00,-50.00,0,1.19,0.06,-0.06,0,1.22,0.06,-0.06,0,1270,30,-30,0,7.062,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-166_b/,2.100,0.900,-0.900,0
WASP-167 b,1,2.02195960,0.00000060,-0.00000060,0,381.00,15.00,-13.00,0,7000.00,250.00,-250.00,0,1.59,0.08,-0.08,0,1.79,0.05,-0.05,0,2329,64,-64,0,17.710,0.560,-0.560,0,Multiple Telescopes,Multiple Instruments,http://exoplanet.eu/catalog/wasp-167_b/,1.290,0.360,-0.270,
WASP-168 b,1,4.15365800,0.00000300,-0.00000300,0,306.63,1.92,-1.92,0,6000.00,100.00,-100.00,0,1.08,0.05,-0.05,0,1.12,0.06,-0.06,0,1340,40,-40,0,16.814,5.604,-3.363,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-168_b/,3.960,1.770,-1.770,0
WASP-169 b,1,5.61141180,0.00000920,-0.00000920,0,638.38,14.25,-14.25,0,6110.00,101.00,-101.00,0,1.34,0.08,-0.08,0,2.01,0.19,-0.09,0,1604,74,-42,0,14.617,1.681,-0.818,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-169_b/,3.802,0.779,-0.779,0
WASP-17 b,1,3.73543000,0.00000800,-0.00000800,0,410.41,8.72,-8.72,0,6550.00,100.00,-100.00,0,2.28,0.99,-0.99,0,1.49,0.19,-0.19,0,,,,0,20.961,2.690,-2.690,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-17_b/,,,,0
WASP-170 b,1,2.34478022,0.00000360,-0.00000360,0,308.27,3.70,-3.70,0,5600.00,150.00,-150.00,0,0.93,0.15,-0.15,0,0.94,0.06,-0.06,0,1422,42,-42,0,12.285,0.953,-0.953,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-170_b/,,,,0
WASP-171 b,1,3.81862440,0.00000380,-0.00000380,0,774.33,19.96,-19.96,0,5965.00,100.00,-100.00,0,1.17,0.06,-0.06,0,1.64,0.09,-0.05,0,1642,51,-35,0,10.985,0.785,-0.448,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-171_b/,5.908,1.051,-1.051,0
WASP-172 b,1,5.47743300,0.00000700,-0.00000700,0,546.02,15.18,-15.18,0,6900.00,140.00,-140.00,0,1.49,0.07,-0.07,0,1.91,0.10,-0.10,0,1740,60,-60,0,17.598,1.121,-1.121,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-172_b/,1.790,0.280,-0.280,0
WASP-173 A b,1,1.38665318,0.00000027,-0.00000027,0,234.54,1.79,-1.79,0,5800.00,140.00,-140.00,0,1.05,0.08,-0.08,0,1.11,0.05,-0.05,0,1880,55,-55,0,13.451,0.673,-0.673,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-173a_b/,6.780,2.930,-2.930,0
WASP-174 b,1,4.23370000,0.00000300,-0.00000300,0,414.69,10.27,-10.27,0,6400.00,100.00,-100.00,0,1.30,0.06,-0.06,0,1.31,0.08,-0.08,0,1490,50,-50,0,14.572,5.604,-5.604,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-174_b/,1.650,0.850,-0.850,0
WASP-175 b,1,3.06529070,0.00000110,-0.00000160,0,638.38,14.25,-14.25,0,6229.00,100.00,-100.00,0,1.21,0.04,-0.04,0,1.20,0.06,-0.06,0,1571,49,-49,0,13.540,0.908,-0.908,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-175_b/,1.745,0.995,-0.995,0
WASP-177 b,1,3.07172200,0.00000100,-0.00000100,0,178.00,2.00,-2.00,0,5017.00,70.00,-70.00,0,0.88,0.04,-0.04,0,0.89,0.05,-0.05,0,1142,32,-32,0,17.710,7.398,-4.035,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-177_b/,9.700,3.900,-3.900,0
WASP-178 b,1,3.34482850,0.00000120,-0.00000120,0,418.00,16.00,-16.00,0,9360.00,150.00,-150.00,0,2.07,0.11,-0.11,0,1.67,0.07,-0.07,0,2470,60,-60,0,20.288,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,,,,,0
WASP-18 b,2,0.94124000,0.00000234,-0.00000234,0,123.92,0.37,-0.37,0,6400.00,,,0,1.22,,,0,1.23,,,0,,,,0,,,,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-18_b/,,,,0
WASP-18 c,2,2.15580000,0.00640000,-0.00640000,0,123.92,0.37,-0.37,0,6400.00,,,0,1.22,,,0,1.23,,,0,,,,0,,,,0,0.1 m TESS Telescope,TESS CCD Array,,,,,0
WASP-180 A b,1,3.40926400,0.00000100,-0.00000100,0,255.80,3.38,-3.38,0,6600.00,200.00,-200.00,0,1.30,0.10,-0.10,0,1.19,0.06,-0.06,0,1540,40,-40,0,13.899,0.448,-0.448,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-180_a_b/,1.200,1.000,-1.000,0
WASP-181 b,1,4.51950640,0.00000340,-0.00000340,0,443.00,8.00,-8.00,0,5839.00,70.00,-70.00,0,1.04,0.04,-0.04,0,0.96,0.04,-0.04,0,1186,32,-26,0,13.271,0.796,-0.661,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-181_b/,2.500,1.700,-1.700,0
WASP-182 b,1,3.37698480,0.00000240,-0.00000240,0,330.64,4.58,-4.58,0,5638.00,100.00,-100.00,0,1.08,0.06,-0.06,0,1.34,0.03,-0.03,0,1479,34,-34,0,9.528,0.336,-0.336,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-182_b/,5.952,2.684,-2.684,0
WASP-183 b,1,4.11177710,0.00000510,-0.00000510,0,328.00,4.00,-4.00,0,5313.00,72.00,-72.00,0,0.78,0.04,-0.04,0,0.87,0.04,-0.04,0,1111,30,-30,0,16.477,10.536,-3.699,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-183_b/,14.900,1.700,-1.700,0
WASP-184 b,1,5.18170000,0.00001000,-0.00001000,0,640.00,28.00,-28.00,0,6000.00,100.00,-100.00,0,1.23,0.07,-0.07,0,1.65,0.09,-0.09,0,1480,50,-50,0,14.908,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,,4.700,1.100,-1.100,0
WASP-185 b,1,9.38755000,0.00002000,-0.00002000,0,275.00,6.00,-6.00,0,5900.00,100.00,-100.00,0,1.12,0.06,-0.06,0,1.50,0.08,-0.08,0,1160,35,-35,0,14.011,0.897,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,,6.600,1.600,-1.600,0
WASP-19 b,1,0.78883899,0.00000004,-0.00000004,0,270.41,1.72,-1.72,0,5568.00,71.00,-71.00,0,0.90,0.04,-0.04,0,1.00,0.02,-0.02,0,2520,,,0,15.603,0.448,-0.448,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-19_b/,,,,
WASP-190 b,1,5.36775300,0.00000400,-0.00000400,0,550.76,10.19,-10.19,0,6400.00,100.00,-100.00,0,1.35,0.05,-0.05,0,1.60,0.10,-0.10,0,1500,50,-50,0,12.890,1.009,-1.009,0,Canon 200mm f/1.8L,iKon-L CCD Camera,,,,,0
WASP-192 b,1,2.87867650,0.00000280,-0.00000280,0,495.00,22.00,-22.00,0,5910.00,145.00,-145.00,0,1.09,0.06,-0.06,0,1.32,0.07,-0.07,0,1620,60,-60,0,13.787,0.897,-0.897,0,Canon 200mm f/1.8L,iKon-L CCD Camera,,5.700,1.900,-1.900,0
WASP-2 b,1,2.15217500,0.00001200,-0.00001100,0,153.89,1.62,-1.62,0,5180.00,190.00,-190.00,0,0.90,0.08,-0.07,0,0.87,0.03,-0.03,0,1311,52,-50,0,12.117,0.460,-0.448,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-2_b/,,,,0
WASP-20 b,1,4.89962840,0.00000330,-0.00000330,0,210.00,20.00,-20.00,0,5940.00,100.00,-100.00,0,1.20,0.04,-0.04,0,1.39,0.04,-0.04,0,1379,31,-31,0,16.388,0.661,-0.661,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-20_b/,7.000,2.000,-1.000,
WASP-21 b,1,4.32248200,0.00001900,-0.00002400,0,260.33,2.90,-2.90,0,5800.00,100.00,-100.00,0,0.89,0.08,-0.08,0,1.14,0.05,-0.05,0,,,,,11.990,0.560,-0.560,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-21_b/,12.000,5.000,-5.000,
WASP-22 b,1,3.53269000,0.00001000,-0.00001000,0,320.50,5.60,-5.60,0,6000.00,100.00,-100.00,0,1.46,0.63,-0.63,0,1.24,0.13,-0.13,0,,,,0,13.787,1.569,-1.569,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-22_b/,,,,0
WASP-23 b,1,2.94442560,0.00000110,-0.00000130,0,208.74,1.03,-1.03,0,5150.00,100.00,,0,0.78,0.13,,0,0.77,0.05,,0,,,,,10.783,0.527,-0.628,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-23_b/,,,,
WASP-24 b,1,2.34121000,0.00000200,-0.00000200,0,325.05,4.48,-4.48,0,6075.00,100.00,-100.00,0,1.43,0.50,-0.50,0,1.42,0.16,-0.16,0,,,,0,15.468,1.793,-1.793,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-24_b/,,,,0
WASP-25 b,1,3.76483000,0.00000500,-0.00000500,0,212.70,1.46,-1.46,0,5750.00,100.00,-100.00,0,0.67,0.22,-0.22,0,0.80,0.08,-0.08,0,,,,0,11.994,1.121,-1.121,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-25_b/,,,,0
WASP-26 b,1,2.75660000,0.00001000,-0.00001000,0,254.51,4.70,-4.70,0,6034.00,31.00,-31.00,0,0.86,0.34,-0.34,0,1.22,0.15,-0.15,0,,,,0,13.563,1.681,-1.681,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-26_b/,,,,0
WASP-28 b,1,3.40883000,0.00000600,-0.00000600,0,410.00,70.00,-70.00,0,6150.00,140.00,-140.00,0,1.02,0.05,-0.05,0,1.09,0.03,-0.03,0,1468,37,-37,0,13.597,0.471,-0.471,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-28_b/,5.000,3.000,-2.000,
WASP-29 b,1,3.92273000,0.00000400,-0.00000400,0,87.82,0.31,-0.31,0,4800.00,150.00,-150.00,0,0.77,0.25,-0.25,0,0.79,0.07,-0.07,0,,,,0,8.631,0.785,-0.785,0,Canon 200mm f/1.8L,iKon-L CCD Camera,http://exoplanet.eu/catalog/wasp-29_b/,,,,0
